# Every line here is a test262 failure praxis has not fixed yet, and a claim that the failure is
# understood. The file may only shrink: a listed test that starts passing fails the run until its
# line is deleted, and an unlisted test that starts failing fails the run.
#
# Format: <test path>[ (strict)] :: what went wrong
#
# Regenerate deliberately with `cargo run -p conformance -- --bless`. Do not regenerate to make a
# red build green — that is the one move this file exists to prevent.
# test262 defaaf1571cd13b183e3f505c6a06e8db316e593
annexB/language/comments/multi-line-html-close.js :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/multi-line-html-close.js (strict) :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close-asi.js :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close-asi.js (strict) :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close-first-line-1.js :: expected a EvalError at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close-first-line-2.js :: expected a EvalError at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close-first-line-3.js :: expected a EvalError at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close-unicode-separators.js :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close-unicode-separators.js (strict) :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close.js :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-close.js (strict) :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `>`
annexB/language/comments/single-line-html-open.js :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `<`
annexB/language/comments/single-line-html-open.js (strict) :: expected a Test262Error at runtime time, and it failed to parse: expected an expression, found `<`
annexB/language/expressions/assignmenttargettype/callexpression-as-for-in-lhs.js :: it did not parse: this expression cannot be assigned to
annexB/language/expressions/assignmenttargettype/callexpression-as-for-of-lhs.js :: it did not parse: this expression cannot be assigned to
annexB/language/expressions/assignmenttargettype/callexpression-in-compound-assignment.js :: it did not parse: this expression cannot be assigned to
annexB/language/expressions/assignmenttargettype/callexpression-in-postfix-update.js :: it did not parse: this expression cannot be assigned to
annexB/language/expressions/assignmenttargettype/callexpression-in-prefix-update.js :: it did not parse: this expression cannot be assigned to
annexB/language/expressions/assignmenttargettype/callexpression.js :: it did not parse: this expression cannot be assigned to
annexB/language/expressions/assignmenttargettype/cover-callexpression-and-asyncarrowhead.js :: it did not parse: this expression cannot be assigned to
annexB/language/function-code/function-redeclaration-block.js :: it did not parse: this name is bound twice in the same declaration
annexB/language/function-code/function-redeclaration-switch.js :: it did not parse: this name is bound twice in the same declaration
language/statements/class/static-init-arguments-methods.js :: it did not parse: `arguments` is not allowed in a class field initialiser or static block
language/statements/class/static-init-arguments-methods.js (strict) :: it did not parse: `arguments` is not allowed in a class field initialiser or static block
language/statements/for-of/dstr/array-elem-nested-obj-yield-ident-valid.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/array-rest-nested-obj-yield-ident-valid.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-assignment-missing.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-assignment-missing.js (strict) :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-assignment-null.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-assignment-null.js (strict) :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-assignment-truthy.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-assignment-truthy.js (strict) :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-assignment-undef.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-assignment-undef.js (strict) :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-evaluation.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-evaluation.js (strict) :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-fn-name-arrow.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-fn-name-arrow.js (strict) :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-fn-name-class.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-fn-name-class.js (strict) :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-fn-name-cover.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-fn-name-cover.js (strict) :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-fn-name-fn.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-fn-name-fn.js (strict) :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-fn-name-gen.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-fn-name-gen.js (strict) :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-in.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-in.js (strict) :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-let.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-let.js (strict) :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-order.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-order.js (strict) :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-simple-no-strict.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-id-init-yield-ident-valid.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/dstr/obj-prop-nested-obj-yield-ident-valid.js :: it did not parse: a shorthand property may not have an initializer outside a pattern
language/statements/for-of/head-using-bound-names-fordecl-tdz.js :: it did not parse: expected `;`, found an identifier
language/statements/for-of/head-using-bound-names-fordecl-tdz.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/for-of/head-using-fresh-binding-per-iteration.js :: it did not parse: expected `;`, found an identifier
language/statements/for-of/head-using-fresh-binding-per-iteration.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/Symbol.dispose-getter.js :: it did not parse: expected `;`, found an identifier
language/statements/using/Symbol.dispose-getter.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/Symbol.dispose-method-called-with-correct-this.js :: it did not parse: expected `;`, found an identifier
language/statements/using/Symbol.dispose-method-called-with-correct-this.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/block-local-closure-get-before-initialization.js :: it did not parse: expected `;`, found an identifier
language/statements/using/block-local-closure-get-before-initialization.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/block-local-use-before-initialization-in-declaration-statement.js :: it did not parse: expected `;`, found an identifier
language/statements/using/block-local-use-before-initialization-in-declaration-statement.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/block-local-use-before-initialization-in-prior-statement.js :: it did not parse: expected `;`, found an identifier
language/statements/using/block-local-use-before-initialization-in-prior-statement.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/fn-name-arrow.js :: it did not parse: expected `;`, found an identifier
language/statements/using/fn-name-arrow.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/fn-name-class.js :: it did not parse: expected `;`, found an identifier
language/statements/using/fn-name-class.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/fn-name-cover.js :: it did not parse: expected `;`, found an identifier
language/statements/using/fn-name-cover.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/fn-name-fn.js :: it did not parse: expected `;`, found an identifier
language/statements/using/fn-name-fn.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/fn-name-gen.js :: it did not parse: expected `;`, found an identifier
language/statements/using/fn-name-gen.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/function-local-closure-get-before-initialization.js :: it did not parse: expected `;`, found an identifier
language/statements/using/function-local-closure-get-before-initialization.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/function-local-use-before-initialization-in-declaration-statement.js :: it did not parse: expected `;`, found an identifier
language/statements/using/function-local-use-before-initialization-in-declaration-statement.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/function-local-use-before-initialization-in-prior-statement.js :: it did not parse: expected `;`, found an identifier
language/statements/using/function-local-use-before-initialization-in-prior-statement.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/gets-initializer-Symbol.dispose-property-once.js :: it did not parse: expected `;`, found an identifier
language/statements/using/gets-initializer-Symbol.dispose-property-once.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/global-closure-get-before-initialization.js :: it did not parse: expected `;`, found an identifier
language/statements/using/global-closure-get-before-initialization.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/global-use-before-initialization-in-declaration-statement.js :: expected a ReferenceError at runtime time, and it failed to parse: expected `;`, found an identifier
language/statements/using/global-use-before-initialization-in-declaration-statement.js (strict) :: expected a ReferenceError at runtime time, and it failed to parse: expected `;`, found an identifier
language/statements/using/global-use-before-initialization-in-prior-statement.js :: expected a ReferenceError at runtime time, and it failed to parse: expected `;`, found an identifier
language/statements/using/global-use-before-initialization-in-prior-statement.js (strict) :: expected a ReferenceError at runtime time, and it failed to parse: expected `;`, found an identifier
language/statements/using/initializer-disposed-at-end-of-block.js :: it did not parse: expected `;`, found an identifier
language/statements/using/initializer-disposed-at-end-of-block.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/initializer-disposed-at-end-of-forstatement.js :: it did not parse: expected `;`, found an identifier
language/statements/using/initializer-disposed-at-end-of-forstatement.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/initializer-disposed-at-end-of-functionbody.js :: it did not parse: expected `;`, found an identifier
language/statements/using/initializer-disposed-at-end-of-functionbody.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/initializer-disposed-at-end-of-generatorbody.js :: it did not parse: expected `;`, found an identifier
language/statements/using/initializer-disposed-at-end-of-generatorbody.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/initializer-disposed-if-subsequent-initializer-throws-in-forstatement-head.js :: it did not parse: expected `;`, found an identifier
language/statements/using/initializer-disposed-if-subsequent-initializer-throws-in-forstatement-head.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/initializer-disposed-if-subsequent-initializer-throws.js :: it did not parse: expected `;`, found an identifier
language/statements/using/initializer-disposed-if-subsequent-initializer-throws.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/multiple-resources-disposed-in-reverse-order.js :: it did not parse: expected `;`, found an identifier
language/statements/using/multiple-resources-disposed-in-reverse-order.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/puts-initializer-on-top-of-disposableresourcestack-multiple-bindings.js :: it did not parse: expected `;`, found an identifier
language/statements/using/puts-initializer-on-top-of-disposableresourcestack-multiple-bindings.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/puts-initializer-on-top-of-disposableresourcestack-subsequent-usings.js :: it did not parse: expected `;`, found an identifier
language/statements/using/puts-initializer-on-top-of-disposableresourcestack-subsequent-usings.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/static-init-await-binding-valid.js :: it did not parse: expected `;`, found `await`
language/statements/using/static-init-await-binding-valid.js (strict) :: it did not parse: expected `;`, found `await`
language/statements/using/syntax/using-allows-bindingidentifier.js :: it did not parse: expected `;`, found an identifier
language/statements/using/syntax/using-allows-bindingidentifier.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/syntax/using-allows-multiple-bindings.js :: it did not parse: expected `;`, found an identifier
language/statements/using/syntax/using-allows-multiple-bindings.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/syntax/using-for-statement.js :: it did not parse: expected `;`, found an identifier
language/statements/using/syntax/using-for-statement.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/syntax/using-invalid-assignment-next-expression-for.js :: it did not parse: expected `;`, found an identifier
language/statements/using/syntax/using-invalid-assignment-next-expression-for.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/syntax/using-invalid-assignment-statement-body-for-of.js :: it did not parse: expected `;`, found an identifier
language/statements/using/syntax/using-invalid-assignment-statement-body-for-of.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/syntax/using-outer-inner-using-bindings.js :: it did not parse: expected `;`, found an identifier
language/statements/using/syntax/using-outer-inner-using-bindings.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/throws-error-as-is-if-only-one-error-during-disposal.js :: it did not parse: expected `;`, found an identifier
language/statements/using/throws-error-as-is-if-only-one-error-during-disposal.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/throws-if-initializer-Symbol.dispose-property-is-null.js :: it did not parse: expected `;`, found an identifier
language/statements/using/throws-if-initializer-Symbol.dispose-property-is-null.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/throws-if-initializer-Symbol.dispose-property-is-undefined.js :: it did not parse: expected `;`, found an identifier
language/statements/using/throws-if-initializer-Symbol.dispose-property-is-undefined.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/throws-if-initializer-Symbol.dispose-property-not-callable.js :: it did not parse: expected `;`, found an identifier
language/statements/using/throws-if-initializer-Symbol.dispose-property-not-callable.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/throws-if-initializer-missing-Symbol.dispose.js :: it did not parse: expected `;`, found an identifier
language/statements/using/throws-if-initializer-missing-Symbol.dispose.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/throws-if-initializer-not-object.js :: it did not parse: expected `;`, found an identifier
language/statements/using/throws-if-initializer-not-object.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/throws-suppressederror-if-multiple-errors-during-disposal.js :: it did not parse: expected `;`, found an identifier
language/statements/using/throws-suppressederror-if-multiple-errors-during-disposal.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/using-allows-null-initializer.js :: it did not parse: expected `;`, found an identifier
language/statements/using/using-allows-null-initializer.js (strict) :: it did not parse: expected `;`, found an identifier
language/statements/using/using-allows-undefined-initializer.js :: it did not parse: expected `;`, found an identifier
language/statements/using/using-allows-undefined-initializer.js (strict) :: it did not parse: expected `;`, found an identifier
